,loss,mape,mse,val_loss,val_mape,val_mse
19,0.04649079591035843,34.24485778808594,0.04649079591035843,0.030390635132789612,33.641963958740234,0.030390635132789612
20,0.04520283639431,38.3570442199707,0.04520283639431,0.03290030360221863,36.941341400146484,0.03290030360221863
21,0.04576432332396507,39.20227813720703,0.04576432332396507,0.02932026796042919,33.23139572143555,0.02932026796042919
22,0.044610459357500076,36.36159133911133,0.044610459357500076,0.028849778696894646,31.57282257080078,0.028849778696894646
23,0.044022683054208755,36.131107330322266,0.044022683054208755,0.032806120812892914,34.13376998901367,0.032806120812892914
24,0.04519733041524887,37.89719772338867,0.04519733041524887,0.03554421290755272,35.143287658691406,0.03554421290755272
25,0.0469055213034153,39.20945358276367,0.0469055213034153,0.036521244794130325,36.03300094604492,0.036521244794130325
26,0.04654502868652344,39.3577880859375,0.04654502868652344,0.033046655356884,33.94472122192383,0.033046655356884
27,0.044066596776247025,36.688838958740234,0.044066596776247025,0.02777792513370514,29.624256134033203,0.02777792513370514
28,0.043148551136255264,34.59981918334961,0.043148551136255264,0.02549063041806221,29.069473266601562,0.02549063041806221
29,0.043436791747808456,34.760902404785156,0.043436791747808456,0.024763787165284157,29.056968688964844,0.024763787165284157
30,0.043632425367832184,34.661376953125,0.043632425367832184,0.024185486137866974,28.473310470581055,0.024185486137866974
31,0.04366014897823334,34.248592376708984,0.04366014897823334,0.02388884872198105,27.83795738220215,0.02388884872198105
32,0.04348330572247505,33.64381408691406,0.04348330572247505,0.024482907727360725,27.999719619750977,0.024482907727360725
33,0.04352206736803055,34.9328727722168,0.04352206736803055,0.02839181199669838,31.509435653686523,0.02839181199669838
34,0.04521740972995758,37.902217864990234,0.04521740972995758,0.033762071281671524,34.826499938964844,0.033762071281671524
35,0.047191884368658066,39.975555419921875,0.047191884368658066,0.03157215937972069,33.06558609008789,0.03157215937972069
36,0.043276894837617874,36.70946502685547,0.043276894837617874,0.02541838400065899,27.498796463012695,0.02541838400065899
37,0.04209322854876518,33.11275100708008,0.04209322854876518,0.02386428415775299,26.470718383789062,0.02386428415775299
38,0.042577363550662994,33.08877944946289,0.042577363550662994,0.02416580729186535,28.127582550048828,0.02416580729186535
39,0.04130692780017853,35.158939361572266,0.04130692780017853,0.026330335065722466,31.737388610839844,0.026330335065722466
40,0.04093397036194801,36.68233871459961,0.04093397036194801,0.026145484298467636,31.438581466674805,0.026145484298467636
41,0.04068983346223831,35.82002639770508,0.04068983346223831,0.026434456929564476,31.294912338256836,0.026434456929564476
42,0.0410681776702404,36.26509094238281,0.0410681776702404,0.028827033936977386,33.32707977294922,0.028827033936977386
43,0.04067295044660568,36.35128402709961,0.04067295044660568,0.025682341307401657,29.549854278564453,0.025682341307401657
44,0.040177199989557266,32.14568328857422,0.040177199989557266,0.024916961789131165,24.96965789794922,0.024916961789131165
45,0.0448584258556366,30.652484893798828,0.0448584258556366,0.024374913424253464,24.91588592529297,0.024374913424253464
46,0.041470494121313095,31.027477264404297,0.041470494121313095,0.023908333852887154,27.628494262695312,0.023908333852887154
