,loss,mape,mse,val_loss,val_mape,val_mse
158,0.015601892955601215,12.652942657470703,0.015601892955601215,0.015678564086556435,12.385780334472656,0.015678564086556435
159,0.015570027753710747,12.621044158935547,0.015570027753710747,0.01564318686723709,12.36117172241211,0.01564318686723709
160,0.015553322620689869,12.595455169677734,0.015553322620689869,0.015603792853653431,12.334425926208496,0.015603792853653431
161,0.015520047396421432,12.576693534851074,0.015520047396421432,0.015536153689026833,12.303512573242188,0.015536153689026833
162,0.015488759614527225,12.558764457702637,0.015488759614527225,0.015401286073029041,12.308670043945312,0.015401286073029041
163,0.015451431274414062,12.57681655883789,0.015451431274414062,0.015343505889177322,12.261354446411133,0.015343505889177322
164,0.01542732771486044,12.558897018432617,0.01542732771486044,0.015362954698503017,12.188399314880371,0.015362954698503017
165,0.015400933101773262,12.509737014770508,0.015400933101773262,0.01530418824404478,12.177781105041504,0.01530418824404478
166,0.01537180133163929,12.495691299438477,0.01537180133163929,0.015270679257810116,12.164819717407227,0.015270679257810116
167,0.015335778705775738,12.473957061767578,0.015335778705775738,0.015151463449001312,12.199209213256836,0.015151463449001312
168,0.015320749022066593,12.48507308959961,0.015320749022066593,0.015102781355381012,12.169109344482422,0.015102781355381012
169,0.015300636179745197,12.46815013885498,0.015300636179745197,0.015050191432237625,12.117481231689453,0.015050191432237625
170,0.015269427560269833,12.45753002166748,0.015269427560269833,0.014931468293070793,12.11642074584961,0.014931468293070793
171,0.01522811222821474,12.48419189453125,0.01522811222821474,0.014776983298361301,12.124207496643066,0.014776983298361301
172,0.015225021168589592,12.515050888061523,0.015225021168589592,0.014758561737835407,12.088298797607422,0.014758561737835407
173,0.015205781906843185,12.48211669921875,0.015205781906843185,0.014861100353300571,12.011550903320312,0.014861100353300571
174,0.015170523896813393,12.392871856689453,0.015170523896813393,0.015036249533295631,11.884601593017578,0.015036249533295631
175,0.015148594975471497,12.28244400024414,0.015148594975471497,0.014972448348999023,11.872316360473633,0.014972448348999023
176,0.015121790580451488,12.276199340820312,0.015121790580451488,0.014715926721692085,11.948772430419922,0.014715926721692085
177,0.015075902454555035,12.353375434875488,0.015075902454555035,0.014498669654130936,11.984384536743164,0.014498669654130936
178,0.015050048939883709,12.417316436767578,0.015050048939883709,0.014292697422206402,12.013158798217773,0.014292697422206402
179,0.01504436694085598,12.46582317352295,0.01504436694085598,0.014298194088041782,11.929523468017578,0.014298194088041782
180,0.01501940842717886,12.408266067504883,0.01501940842717886,0.014407685026526451,11.80044174194336,0.014407685026526451
181,0.014987243339419365,12.302319526672363,0.014987243339419365,0.014441946521401405,11.722368240356445,0.014441946521401405
182,0.014960866421461105,12.23869800567627,0.014960866421461105,0.014467514120042324,11.647171974182129,0.014467514120042324
183,0.014930824749171734,12.187274932861328,0.014930824749171734,0.01435345970094204,11.653786659240723,0.01435345970094204
184,0.01489432342350483,12.210397720336914,0.01489432342350483,0.014235597103834152,11.632039070129395,0.014235597103834152
185,0.014873551204800606,12.233819007873535,0.014873551204800606,0.014166327193379402,11.578848838806152,0.014166327193379402
186,0.01485506072640419,12.231168746948242,0.01485506072640419,0.014152077957987785,11.498641014099121,0.014152077957987785
187,0.014840882271528244,12.193546295166016,0.014840882271528244,0.01409610640257597,11.48318099975586,0.01409610640257597
188,0.014809687621891499,12.180228233337402,0.014809687621891499,0.014011547900736332,11.520782470703125,0.014011547900736332
189,0.014771242626011372,12.182852745056152,0.014771242626011372,0.013985944911837578,11.519103050231934,0.013985944911837578
190,0.014741015620529652,12.147089004516602,0.014741015620529652,0.013989307917654514,11.487333297729492,0.013989307917654514
191,0.014731351286172867,12.089937210083008,0.014731351286172867,0.013978248462080956,11.446263313293457,0.013978248462080956
192,0.014707393012940884,12.0498628616333,0.014707393012940884,0.01390126533806324,11.427530288696289,0.01390126533806324
193,0.014691556803882122,12.048604011535645,0.014691556803882122,0.013687185943126678,11.498636245727539,0.013687185943126678
194,0.014658710919320583,12.12900447845459,0.014658710919320583,0.013456685468554497,11.585290908813477,0.013456685468554497
195,0.01465324591845274,12.227835655212402,0.01465324591845274,0.013450538739562035,11.538052558898926,0.013450538739562035
196,0.014620985835790634,12.199898719787598,0.014620985835790634,0.013635573908686638,11.379120826721191,0.013635573908686638
197,0.014581453986465931,12.061495780944824,0.014581453986465931,0.013745468109846115,11.274374961853027,0.013745468109846115
198,0.014555716887116432,11.978086471557617,0.014555716887116432,0.013681069016456604,11.25908088684082,0.013681069016456604
