,loss,val_loss
0,1.7792351245880127,1.6350204944610596
1,1.7610130310058594,1.6175978183746338
2,1.7428886890411377,1.600274682044983
3,1.7248636484146118,1.583052396774292
4,1.706939697265625,1.5659332275390625
5,1.68911874294281,1.54891836643219
6,1.6714022159576416,1.5320093631744385
7,1.6537917852401733,1.5152075290679932
8,1.6362888813018799,1.4985148906707764
9,1.6188952922821045,1.4819324016571045
10,1.6016123294830322,1.4654614925384521
11,1.5844411849975586,1.4491033554077148
12,1.5673832893371582,1.4328588247299194
13,1.5504399538040161,1.4167295694351196
14,1.5336121320724487,1.4007164239883423
15,1.5169010162353516,1.3848199844360352
16,1.5003076791763306,1.3690416812896729
17,1.4838330745697021,1.353381872177124
18,1.4674776792526245,1.3378416299819946
19,1.4512426853179932,1.3224213123321533
20,1.4351284503936768,1.3071218729019165
21,1.4191356897354126,1.2919433116912842
22,1.4032649993896484,1.2768863439559937
23,1.3875168561935425,1.2619518041610718
24,1.371891736984253,1.247139573097229
25,1.3563902378082275,1.2324498891830444
26,1.3410120010375977,1.2178833484649658
27,1.3257579803466797,1.2034398317337036
28,1.3106281757354736,1.1891199350357056
29,1.2956229448318481,1.1749235391616821
30,1.2807422876358032,1.1608506441116333
31,1.2659860849380493,1.1469013690948486
32,1.2513548135757446,1.1330759525299072
33,1.2368484735488892,1.1193739175796509
34,1.222467064857483,1.1057956218719482
35,1.2082101106643677,1.0923407077789307
36,1.194077968597412,1.0790090560913086
37,1.1800705194473267,1.065800428390503
38,1.166187047958374,1.0527147054672241
39,1.1524282693862915,1.039751648902893
40,1.1387932300567627,1.0269107818603516
41,1.1252820491790771,1.0141921043395996
42,1.111894130706787,1.0015950202941895
43,1.0986294746398926,0.9891191720962524
44,1.0854876041412354,0.9767643809318542
45,1.0724680423736572,0.9645301699638367
46,1.0595706701278687,0.9524160623550415
47,1.0467948913574219,0.940421462059021
48,1.0341403484344482,0.9285462498664856
49,1.021606683731079,0.9167896509170532
50,1.0091931819915771,0.9051511883735657
51,0.9968996047973633,0.8936303853988647
52,0.9847253561019897,0.8822270631790161
53,0.9726699590682983,0.8709402084350586
54,0.9607329368591309,0.8597694635391235
55,0.9489137530326843,0.8487144708633423
56,0.937211811542511,0.8377740979194641
57,0.9256265759468079,0.826948344707489
58,0.9141573905944824,0.8162363171577454
59,0.9028037786483765,0.805637538433075
60,0.891565203666687,0.7951511144638062
61,0.8804410696029663,0.7847769260406494
62,0.8694308400154114,0.7745139002799988
63,0.8585336804389954,0.7643617391586304
64,0.8477490544319153,0.7543195486068726
65,0.8370764851570129,0.7443870306015015
66,0.8265151977539062,0.7345631718635559
67,0.8160646557807922,0.7248474359512329
68,0.8057242631912231,0.7152392268180847
69,0.7954932451248169,0.7057379484176636
70,0.7853711247444153,0.6963428258895874
71,0.7753571271896362,0.6870533227920532
72,0.7654505968093872,0.6778685450553894
73,0.7556511163711548,0.6687881350517273
74,0.7459577322006226,0.6598111391067505
75,0.7363699674606323,0.6509369611740112
76,0.7268871665000916,0.6421650648117065
77,0.7175086140632629,0.6334946751594543
78,0.7082334756851196,0.6249250173568726
79,0.699061393737793,0.6164554357528687
80,0.6899915933609009,0.6080856323242188
81,0.6810232400894165,0.5998144149780273
82,0.6721559166908264,0.5916412472724915
83,0.663388729095459,0.5835654139518738
84,0.654721200466156,0.5755864381790161
85,0.6461526155471802,0.5677034258842468
86,0.6376821398735046,0.5599158406257629
87,0.6293092966079712,0.5522228479385376
88,0.6210333108901978,0.5446237921714783
89,0.612853467464447,0.5371179580688477
90,0.6047691106796265,0.529704749584198
91,0.5967797636985779,0.5223833918571472
92,0.5888844132423401,0.5151532888412476
93,0.5810825824737549,0.5080136060714722
94,0.5733736157417297,0.5009638071060181
95,0.5657566785812378,0.4940031170845032
96,0.5582312941551208,0.4871307909488678
97,0.550796627998352,0.48034629225730896
98,0.5434519052505493,0.47364872694015503
99,0.5361968278884888,0.4670376181602478
100,0.529030442237854,0.4605122208595276
101,0.5219520330429077,0.45407170057296753
102,0.5149609446525574,0.44771552085876465
103,0.5080567002296448,0.44144296646118164
104,0.5012384653091431,0.4352533221244812
105,0.49450555443763733,0.4291459023952484
106,0.4878574013710022,0.42312002182006836
107,0.48129305243492126,0.4171750545501709
108,0.47481217980384827,0.41131019592285156
109,0.46841391921043396,0.405524879693985
110,0.4620976448059082,0.3998183608055115
111,0.45586276054382324,0.39419007301330566
112,0.4497084617614746,0.3886392116546631
113,0.44363418221473694,0.38316503167152405
114,0.43763914704322815,0.37776705622673035
115,0.4317227303981781,0.3724444806575775
116,0.4258843958377838,0.367196649312973
117,0.42012327909469604,0.36202293634414673
118,0.41443881392478943,0.3569226562976837
119,0.408830463886261,0.3518950641155243
120,0.4032972753047943,0.3469395935535431
121,0.3978388011455536,0.34205541014671326
122,0.39245426654815674,0.33724215626716614
123,0.3871431350708008,0.33249884843826294
124,0.3819046914577484,0.32782503962516785
125,0.3767383396625519,0.3232199549674988
126,0.3716433346271515,0.318682998418808
127,0.36661896109580994,0.31421345472335815
128,0.361664742231369,0.30981069803237915
129,0.35677996277809143,0.30547407269477844
130,0.35196393728256226,0.3012028932571411
131,0.34721606969833374,0.2969965934753418
132,0.34253567457199097,0.2928544282913208
133,0.3379220962524414,0.288775771856308
134,0.3333747386932373,0.28476011753082275
135,0.3288930058479309,0.28080663084983826
136,0.3244761526584625,0.2769147753715515
137,0.3201235830783844,0.2730838656425476
138,0.3158347010612488,0.26931333541870117
139,0.31160885095596313,0.2656024396419525
140,0.30744537711143494,0.26195067167282104
141,0.30334362387657166,0.2583572268486023
142,0.2993030548095703,0.25482168793678284
143,0.2953229546546936,0.2513432204723358
144,0.2914026975631714,0.24792137742042542
145,0.28754180669784546,0.24455547332763672
146,0.28373950719833374,0.24124488234519958
147,0.279995322227478,0.23798899352550507
148,0.27630847692489624,0.23478713631629944
149,0.272678405046463,0.23163875937461853
150,0.26910457015037537,0.2285432368516922
151,0.26558631658554077,0.22550001740455627
152,0.2621229887008667,0.22250838577747345
153,0.25871405005455017,0.21956785023212433
154,0.2553589940071106,0.2166777104139328
155,0.25205692648887634,0.2138374298810959
156,0.24880757927894592,0.21104645729064941
157,0.2456100881099701,0.20830412209033966
158,0.2424640655517578,0.20560982823371887
159,0.23936882615089417,0.20296303927898407
160,0.2363237887620926,0.2003631591796875
161,0.23332834243774414,0.19780965149402618
162,0.23038199543952942,0.1953018605709076
163,0.22748403251171112,0.19283919036388397
164,0.22463402152061462,0.1904212087392807
165,0.22183124721050262,0.18804720044136047
166,0.2190752476453781,0.1857166737318039
167,0.21636541187763214,0.18342909216880798
168,0.21370120346546173,0.1811838150024414
169,0.21108201146125793,0.17898032069206238
170,0.20850726962089539,0.17681807279586792
171,0.2059764415025711,0.17469649016857147
172,0.20348899066448212,0.17261511087417603
173,0.20104439556598663,0.1705733835697174
174,0.1986420750617981,0.1685706079006195
175,0.19628143310546875,0.1666063815355301
176,0.1939619779586792,0.16468016803264618
177,0.19168314337730408,0.16279137134552002
178,0.18944445252418518,0.1609395444393158
179,0.18724527955055237,0.1591241955757141
180,0.1850852519273758,0.15734469890594482
181,0.18296368420124054,0.15560059249401093
182,0.1808801144361496,0.15389136970043182
183,0.17883408069610596,0.15221655368804932
184,0.17682503163814545,0.15057551860809326
185,0.17485232651233673,0.1489679366350174
186,0.17291566729545593,0.147393137216568
187,0.17101438343524933,0.1458507776260376
188,0.16914808750152588,0.14434032142162323
189,0.1673162430524826,0.14286121726036072
190,0.16551834344863892,0.14141307771205902
191,0.1637539118528366,0.13999536633491516
192,0.1620224416255951,0.1386076956987381
193,0.16032353043556213,0.13724948465824127
194,0.15865667164325714,0.13592036068439484
195,0.15702131390571594,0.13461986184120178
196,0.1554170399904251,0.13334739208221436
197,0.15384338796138763,0.13210272789001465
198,0.1522999256849289,0.1308852732181549
199,0.1507861614227295,0.12969458103179932
200,0.1493016481399536,0.12853023409843445
201,0.14784590899944305,0.12739185988903046
202,0.14641855657100677,0.12627895176410675
203,0.14501912891864777,0.12519113719463348
204,0.1436471790075302,0.12412798404693604
205,0.14230228960514069,0.12308905273675919
206,0.14098401367664337,0.12207398563623428
207,0.13969193398952484,0.12108226120471954
208,0.13842563331127167,0.12011361122131348
209,0.13718470931053162,0.11916754394769669
210,0.13596877455711365,0.11824369430541992
211,0.13477733731269836,0.11734167486429214
212,0.1336100846529007,0.11646111309528351
213,0.1324666291475296,0.11560161411762238
214,0.1313464641571045,0.11476274579763412
215,0.1302492916584015,0.11394424736499786
216,0.12917467951774597,0.11314563453197479
217,0.12812232971191406,0.1123666763305664
218,0.12709179520606995,0.1116069108247757
219,0.12608268857002258,0.11086597293615341
220,0.1250947266817093,0.11014356464147568
221,0.12412746250629425,0.10943933576345444
222,0.12318054586648941,0.10875292122364044
223,0.12225369364023209,0.10808403789997101
224,0.12134649604558945,0.10743224620819092
225,0.12045862525701523,0.10679732263088226
226,0.11958973109722137,0.10617885738611221
