,neuron,mae,mse,rmse,Perror
3972,relu_9_16_7,0.14874653784549144,0.02989880812759582,0.17291271823551851,28.403793660688024
9275,relu_16_23_18,0.13630453390991595,0.029905328836502834,0.17293157270002155,21.73197712591382
6369,relu_12_23_28,0.14933866528785136,0.029917571911860077,0.1729669676899612,30.470647276467638
4266,relu_9_27_4,0.12697291651353698,0.029931494751993415,0.17300721011562903,17.57943944709685
12948,relu_21_24_19,0.12376564402799062,0.029951367378166432,0.1730646335279581,18.791951182091136
6653,relu_13_7_15,0.14966516835606006,0.029952195912081127,0.17306702722379305,25.827873450641164
6963,relu_13_18_28,0.12048528730365371,0.02995466656496863,0.173074164926394,18.31696585838511
317,relu_4_15_24,0.15852953014886287,0.029962031893632692,0.1730954415738112,30.889911086635273
4819,relu_10_20_17,0.12857943434934072,0.029969127613872874,0.17311593691475338,20.03835065959816
4871,relu_10_22_15,0.1320839864404303,0.029975689457751576,0.17313488804325827,21.81346290507019
7331,relu_14_5_18,0.14915966508901027,0.02997592500818349,0.1731355682931254,29.712650967757643
408,relu_4_19_7,0.15585112510527932,0.029978638166833278,0.17314340347478815,29.71411329839677
2220,relu_7_5_10,0.14552677361573543,0.02998408635073132,0.17315913591471666,30.332626334581768
13015,relu_21_27_5,0.1361709636262646,0.029994956340077955,0.1731905203528125,22.518144859102687
8366,relu_15_16_27,0.12513153893864062,0.030001730091125264,0.1732100750277687,18.39023015931954
12433,relu_21_5_17,0.13270996559573234,0.030011647476359614,0.1732387008620176,22.389610477942185
2631,relu_7_20_16,0.12290940820666885,0.03004713910378128,0.17334110621483087,18.64604597370179
6273,relu_12_20_13,0.1480115157178631,0.030050464553620364,0.1733506981630601,28.69202069559905
13234,relu_22_8_8,0.14788157014167216,0.030053737860229114,0.1733601391907295,26.234588885204886
7725,relu_14_20_7,0.1443563741834265,0.030054183912156418,0.17336142567525342,23.032239963845996
7926,relu_14_27_19,0.1097116836927072,0.0300591897640979,0.17337586269171928,15.029789410806767
2289,relu_7_7_25,0.14608991281061892,0.03006224018496208,0.17338465960102145,31.068337495884183
423,relu_4_19_22,0.12027820104346137,0.03006345185945282,0.17338815374601813,16.33866378151131
1836,relu_6_18_4,0.15109507260835078,0.03007514714393074,0.17342187619770102,28.816032962678104
13479,relu_22_17_10,0.14850339559829143,0.030077876840474714,0.17342974612353762,28.027224344458958
7556,relu_14_13_27,0.12906456502955274,0.030079223151783328,0.1734336275114585,18.612277646185866
1681,relu_6_12_11,0.15215849025165942,0.030096507595228018,0.17348345049378058,28.016316423192013
2470,relu_7_14_17,0.13897792869000028,0.030103104836601315,0.1735024634885664,29.922794858739188
2749,relu_7_24_26,0.14490866599883404,0.030105006193221817,0.17350794273814044,30.80934705687454
