,neuron,mae,mse,rmse,Perror
11846,relu_20_10_24,0.11048266230429973,0.01815890311696918,0.13475497436818124,21.185996155799756
5259,relu_11_9_25,0.1034401348895494,0.018159216522468685,0.13475613723489066,20.762457567639313
3265,relu_8_16_29,0.10372503522945464,0.01815932767310143,0.13475654964825062,18.053851801499174
1262,relu_5_23_24,0.09984125990582526,0.01816017120741866,0.13475967945724218,16.828830253746236
5378,relu_11_14_9,0.11214632807290462,0.01816059639990429,0.13476125704335165,18.01271232775991
14565,relu_23_30_16,0.09008626668637498,0.018161224677033613,0.13476358809794883,17.021413600192048
5521,relu_11_19_17,0.11574910102403071,0.018162146624221803,0.13476700866392266,18.36194725994185
18176,relu_28_29_9,0.09923408446824458,0.018163022095797097,0.13477025671785706,18.966873944264126
8627,relu_15_26_18,0.10027945462776244,0.01816342251536543,0.13477174227324298,19.606241436884638
13220,relu_22_7_21,0.10248821145958342,0.018163823237246232,0.13477322893381397,20.540094064791308
5255,relu_11_9_21,0.09055068216102102,0.018163905941310357,0.1347735357602165,16.98471577223335
4201,relu_9_24_20,0.0904577528328997,0.01816430322541014,0.13477500964722705,16.108774649542482
17246,relu_27_21_24,0.09457291799466924,0.018164351598755728,0.1347751891067333,15.616557017456463
13980,relu_23_8_25,0.08889593077814487,0.018164729180129596,0.13477658988166155,13.437937937819147
12978,relu_21_25_22,0.09180903308777402,0.018165645344240026,0.13477998866389634,13.935377413575488
4064,relu_9_19_18,0.09875891624009517,0.018166793690686696,0.1347842486742672,17.693978855876917
14439,relu_23_25_25,0.10372000453984645,0.018167045341448498,0.13478518220282412,19.190067972389556
3782,relu_9_9_6,0.09815226961377144,0.01816760245934081,0.13478724887518406,19.51317286866778
16276,relu_26_12_26,0.09625804690635112,0.018168600560812036,0.1347909513313562,14.198079237940238
15139,relu_24_24_23,0.10769776521241572,0.018168741350034837,0.13479147358061946,17.53199001581156
14948,relu_24_17_21,0.1098316450229874,0.018169274425017118,0.13479345097228246,17.247567469672976
9000,relu_16_13_13,0.09041765753341735,0.018170536468361483,0.1347981322881051,15.589398718361966
13186,relu_22_6_14,0.09679415343320277,0.018171048312562665,0.13480003083294403,18.57597488296448
7451,relu_14_9_30,0.10746523259198573,0.018171566900272523,0.13480195436369802,17.510751439850637
15050,relu_24_21_15,0.10671441195811596,0.018171602199860165,0.13480208529492474,19.687944337211032
19265,relu_30_15_18,0.09947009060693801,0.018173685298825605,0.13480981158219013,17.846559135527357
19471,relu_30_23_8,0.09800521332932532,0.01817421508745964,0.13481177651622148,18.47843683501038
4269,relu_9_27_7,0.10322559518730548,0.018174423148845213,0.13481254818764168,17.315027737672004
