norm_con,norm_vol,norm_dis,norm_feed,OD
2.77777777777778,1.73333333333333,1.28571428571429,0.769230769230769,0.925020048115477
2.77777777777778,1.73333333333333,0.928571428571429,0.384615384615385,1.15757818765036
2.77777777777778,1.73333333333333,0.571428571428571,0.923076923076923,0.891740176423416
2.77777777777778,1.73333333333333,0.571428571428571,0.461538461538462,1.0336808340016
2.77777777777778,1.4,0.571428571428571,0.384615384615385,0.839214113873296
2.77777777777778,1.25333333333333,1.07142857142857,0.769230769230769,0.716519647153167
2.77777777777778,1.25333333333333,1.07142857142857,0.461538461538462,0.750601443464314
2.77777777777778,1.25333333333333,1.07142857142857,0.153846153846154,1.13151563753007
2.77777777777778,1.25333333333333,0.714285714285714,0.461538461538462,1.31555733761026
2.77777777777778,1.06666666666667,0.571428571428571,0.769230769230769,0.746992782678428
2.66666666666667,1.5,1,0.461538461538462,0.485164394546912
2.66666666666667,1.25333333333333,0.714285714285714,0.384615384615385,0.730152365677626
2.44444444444444,1.73333333333333,1.28571428571429,1.15384615384615,0.608660785886127
2.44444444444444,1,1.28571428571429,1.15384615384615,0.578989574979952
2.33333333333333,1.73333333333333,0.571428571428571,1.15384615384615,0.421010425020048
2.27777777777778,1.66666666666667,0.928571428571429,0.769230769230769,0.373295910184443
2.27777777777778,1.4,0.928571428571429,1.07692307692308,0.36327185244587
2.27777777777778,1.4,0.928571428571429,0.230769230769231,0.449077786688051
2.27777777777778,1.2,0.928571428571429,0.769230769230769,0.455894145950281
2.27777777777778,1.4,0.428571428571429,0.692307692307692,0.461106655974338
2.27777777777778,0.733333333333333,0.928571428571429,0.615384615384615,0.435445068163592
2.22222222222222,1.5,1.42857142857143,0.769230769230769,0.745789895749799
2.22222222222222,1.5,1.42857142857143,0.153846153846154,0.660785886126704
2.22222222222222,1.5,0.714285714285714,0.769230769230769,0.569767441860465
2.22222222222222,1.5,0.714285714285714,0.615384615384615,0.455894145950281
2.22222222222222,1.33333333333333,1.42857142857143,0.615384615384615,0.451483560545309
2.22222222222222,1.33333333333333,1.28571428571429,0.615384615384615,0.451483560545309
2.22222222222222,1.33333333333333,1.14285714285714,0.615384615384615,0.503207698476343
2.22222222222222,1.25333333333333,1.07142857142857,0.461538461538462,0.576583801122694
2.22222222222222,1.16666666666667,1.28571428571429,0.153846153846154,0.473135525260625
2.22222222222222,1,0.714285714285714,0.769230769230769,0.538893344025662
2.22222222222222,1,0.714285714285714,0.153846153846154,0.640737770649559
2.11111111111111,1.06666666666667,0.571428571428571,0.384615384615385,0.52766639935846
1.77777777777778,1.73333333333333,1.28571428571429,0.692307692307692,0.399759422614274
1.77777777777778,1.73333333333333,0.571428571428571,0.461538461538462,0.315557337610265
1.77777777777778,1.06666666666667,1.28571428571429,0.461538461538462,0.458299919807538
1.77777777777778,1.06666666666667,0.857142857142857,0.384615384615385,0.43504410585405
1.77777777777778,1.06666666666667,0.571428571428571,1.07692307692308,0.459101844426624
2.77777777777778,1.5,1.07142857142857,0.461538461538462,1.06936647955092
2.77777777777778,1.06666666666667,0.785714285714286,1.15384615384615,0.710906174819567
2,1.06666666666667,0.571428571428571,1.15384615384615,0.473937449879711
1.77777777777778,1.06666666666667,0.785714285714286,1.15384615384615,0.380914194065758
